timestamp_utc,ticker,open,high,low,close,volume
2024-01-01 00:00:00+00:00,BTCUSDT,100.0,100.10813512942038,99.95497292825162,100.04570756196316,1188.1129432782427
2024-01-01 00:05:00+00:00,BTCUSDT,100.04570756196316,100.1238740440452,99.74527204797661,99.75292352035258,936.7514815312835
2024-01-01 00:10:00+00:00,BTCUSDT,99.75292352035258,99.80397969575264,99.69778735856828,99.750419548734,1155.5583870857897
2024-01-01 00:15:00+00:00,BTCUSDT,99.750419548734,99.82778675815814,99.72243899691445,99.76031439583389,828.1415074233523
2024-01-01 00:20:00+00:00,BTCUSDT,99.76031439583389,99.87294120481901,99.70773370889017,99.8155143887949,990.0148178027495
2024-01-01 00:25:00+00:00,BTCUSDT,99.8155143887949,99.85629478843722,99.7146642729531,99.78786114416106,969.0941035862396
2024-01-01 00:30:00+00:00,BTCUSDT,99.78786114416106,99.80894433646525,99.69192787364001,99.72377820353351,1073.0888128728157
2024-01-01 00:35:00+00:00,BTCUSDT,99.72377820353351,99.8113458151546,99.59563428932991,99.78555198819863,918.7169967230769
2024-01-01 00:40:00+00:00,BTCUSDT,99.78555198819863,99.83427364472733,99.6720690786719,99.70892026455002,1225.7944585441783
2024-01-01 00:45:00+00:00,BTCUSDT,99.70892026455002,99.75918292165274,99.64260629221947,99.69192276282392,1130.1185575649401
2024-01-01 00:50:00+00:00,BTCUSDT,99.69192276282392,99.8356423532142,99.65211519742176,99.80311725973633,1046.432264613344
2024-01-01 00:55:00+00:00,BTCUSDT,99.80311725973633,99.83373833725541,99.75093447463088,99.82064055577078,1044.7191097549364
2024-01-01 01:00:00+00:00,BTCUSDT,99.82064055577078,99.92640641514932,99.80332450562618,99.92235481929342,1126.257645167708
2024-01-01 01:05:00+00:00,BTCUSDT,99.92235481929342,99.94152019971725,99.67587727048604,99.7040160961029,872.2244303513316
2024-01-01 01:10:00+00:00,BTCUSDT,99.7040160961029,99.79344708763774,99.61116193049578,99.66293669349814,1193.6556709182962
2024-01-01 01:15:00+00:00,BTCUSDT,99.66293669349814,99.682962068824,99.40172409877516,99.4114318079151,1117.2444662718556
2024-01-01 01:20:00+00:00,BTCUSDT,99.4114318079151,99.56493858697793,99.39063145267137,99.51756739481003,907.5296414670865
2024-01-01 01:25:00+00:00,BTCUSDT,99.51756739481003,99.6571650633311,99.44139547501557,99.64572746815873,773.3425571993039
2024-01-01 01:30:00+00:00,BTCUSDT,99.64572746815873,99.67545143456462,99.49988434794929,99.50838788118278,1138.0970708135537
2024-01-01 01:35:00+00:00,BTCUSDT,99.50838788118278,99.51785349862732,99.40738255251105,99.44470954552457,938.1306920559523
2024-01-01 01:40:00+00:00,BTCUSDT,99.44470954552457,99.55246688981289,99.42304727493195,99.51294477004375,923.6524212003342
2024-01-01 01:45:00+00:00,BTCUSDT,99.51294477004375,99.5420208093947,99.30657020246153,99.33454692373492,1002.4988237455375
2024-01-01 01:50:00+00:00,BTCUSDT,99.33454692373492,99.43292106805885,99.29488948673716,99.40628826397686,980.3029030981153
2024-01-01 01:55:00+00:00,BTCUSDT,99.40628826397686,99.41104295884882,99.2427095401003,99.34328474718214,710.5775055153825
2024-01-01 02:00:00+00:00,BTCUSDT,99.34328474718214,99.40272661251672,99.12252021956682,99.14630190127187,818.9041889279879
2024-01-01 02:05:00+00:00,BTCUSDT,99.14630190127187,99.22359010990245,99.06900426753927,99.09018562535373,1147.5031136934174
2024-01-01 02:10:00+00:00,BTCUSDT,99.09018562535373,99.10239973279984,98.89514213753995,98.95154582808246,932.1933848198875
2024-01-01 02:15:00+00:00,BTCUSDT,98.95154582808246,99.17908601265785,98.92575369343858,99.07640399501163,1047.5471204664557
2024-01-01 02:20:00+00:00,BTCUSDT,99.07640399501163,99.16236612232056,98.9839592432092,98.98824322716126,894.1014581872395
2024-01-01 02:25:00+00:00,BTCUSDT,98.98824322716126,99.02423326666106,98.89310886006714,99.02293494851027,952.1288745053952
2024-01-01 02:30:00+00:00,BTCUSDT,99.02293494851027,99.03358638823316,98.85800797221289,98.87105875525306,1271.8375150480872
2024-01-01 02:35:00+00:00,BTCUSDT,98.87105875525306,99.01626143570286,98.78425177157236,98.99506435162341,762.2473891354298
2024-01-01 02:40:00+00:00,BTCUSDT,98.99506435162341,99.05010021859108,98.87709284243996,98.90022420859844,724.6627704887383
2024-01-01 02:45:00+00:00,BTCUSDT,98.90022420859844,99.00781137530221,98.8129463652222,98.99461206548736,796.8841837584916
2024-01-01 02:50:00+00:00,BTCUSDT,98.99461206548736,99.09113993053052,98.87601270547404,99.04133442630908,1582.772493201466
2024-01-01 02:55:00+00:00,BTCUSDT,99.04133442630908,99.16191278360905,98.91463800108771,99.10307302246822,1053.542292468767
2024-01-01 03:00:00+00:00,BTCUSDT,99.10307302246822,99.12777093099983,98.94605163868903,98.98240372617946,971.841822716723
2024-01-01 03:05:00+00:00,BTCUSDT,98.98240372617946,99.15019846865108,98.97298249168858,99.14085651095687,792.8692494348377
2024-01-01 03:10:00+00:00,BTCUSDT,99.14085651095687,99.16978430053702,98.88880914467195,98.89200034309233,1353.5859827159766
2024-01-01 03:15:00+00:00,BTCUSDT,98.89200034309233,98.96984009297013,98.86237453879112,98.91151753914156,763.0112467165951
2024-01-01 03:20:00+00:00,BTCUSDT,98.91151753914156,98.95455746550287,98.64238779990349,98.76852328730409,835.7226641551227
